Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,14,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,6,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,12,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,11,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,14,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,12,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,19,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,32,24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,24,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,32,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,5,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,13,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,9,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,24,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,2,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,29,30
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,27,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,17,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,16,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,13,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,22,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,17,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,8,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,12,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,11,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,26,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,24,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,9,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,17,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,19,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,9,25
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,11,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,11,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,14,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,10,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,8,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,11,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,14
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,16,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,14,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,18,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,7,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,21,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,16,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,6,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,12,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,22,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,12,17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,6,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,1,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,9,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,11,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,9,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,13,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,12,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,12,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,8,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,16,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,20
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,10,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10,8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,11,16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,17,15
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
